student_id,roll_number,name,department,semester,enrollment_year,guardian_name,guardian_phone,guardian_email,mentor_id,trajectory_type,dropout_label
444,EEE20260444,Student 0444,EEE,1,2025,Guardian 0444,+919000000444,guardian0444@example.test,7,STABLE,0
445,CE20260445,Student 0445,CE,3,2024,Guardian 0445,+919000000445,guardian0445@example.test,12,STABLE,0
446,CE20260446,Student 0446,CE,5,2023,Guardian 0446,+919000000446,guardian0446@example.test,6,RAPIDLY_DETERIORATING,1
447,EEE20260447,Student 0447,EEE,2,2025,Guardian 0447,+919000000447,guardian0447@example.test,11,FINANCIAL_CONTEXT_ONLY,0
448,CSE20260448,Student 0448,CSE,3,2024,Guardian 0448,+919000000448,guardian0448@example.test,15,GRADUALLY_DETERIORATING,1
449,ECE20260449,Student 0449,ECE,2,2025,Guardian 0449,+919000000449,guardian0449@example.test,14,STABLE,0
450,ME20260450,Student 0450,ME,7,2022,Guardian 0450,+919000000450,guardian0450@example.test,2,GRADUALLY_DETERIORATING,1
451,ECE20260451,Student 0451,ECE,6,2023,Guardian 0451,+919000000451,guardian0451@example.test,3,STABLE,0
452,ECE20260452,Student 0452,ECE,2,2025,Guardian 0452,+919000000452,guardian0452@example.test,3,ACADEMIC_DISTRESS_ONLY,1
453,ME20260453,Student 0453,ME,4,2024,Guardian 0453,+919000000453,guardian0453@example.test,12,RAPIDLY_DETERIORATING,1
454,EEE20260454,Student 0454,EEE,6,2023,Guardian 0454,+919000000454,guardian0454@example.test,11,STABLE,0
455,CSE20260455,Student 0455,CSE,4,2024,Guardian 0455,+919000000455,guardian0455@example.test,10,STABLE,0
456,ME20260456,Student 0456,ME,1,2025,Guardian 0456,+919000000456,guardian0456@example.test,4,STABLE,0
457,CSE20260457,Student 0457,CSE,7,2022,Guardian 0457,+919000000457,guardian0457@example.test,15,FINANCIAL_CONTEXT_ONLY,0
458,CSE20260458,Student 0458,CSE,2,2025,Guardian 0458,+919000000458,guardian0458@example.test,4,IMPROVING,0
459,ME20260459,Student 0459,ME,4,2024,Guardian 0459,+919000000459,guardian0459@example.test,4,RAPIDLY_DETERIORATING,1
460,ECE20260460,Student 0460,ECE,2,2025,Guardian 0460,+919000000460,guardian0460@example.test,14,GRADUALLY_DETERIORATING,0
461,CE20260461,Student 0461,CE,3,2024,Guardian 0461,+919000000461,guardian0461@example.test,10,GRADUALLY_DETERIORATING,1
462,ECE20260462,Student 0462,ECE,3,2024,Guardian 0462,+919000000462,guardian0462@example.test,3,STABLE,0
463,ME20260463,Student 0463,ME,4,2024,Guardian 0463,+919000000463,guardian0463@example.test,14,FINANCIAL_CONTEXT_ONLY,0
464,ECE20260464,Student 0464,ECE,6,2023,Guardian 0464,+919000000464,guardian0464@example.test,6,STABLE,0
465,CSE20260465,Student 0465,CSE,2,2025,Guardian 0465,+919000000465,guardian0465@example.test,12,GRADUALLY_DETERIORATING,0
466,CE20260466,Student 0466,CE,2,2025,Guardian 0466,+919000000466,guardian0466@example.test,4,GRADUALLY_DETERIORATING,0
467,CE20260467,Student 0467,CE,7,2022,Guardian 0467,+919000000467,guardian0467@example.test,4,GRADUALLY_DETERIORATING,1
468,EEE20260468,Student 0468,EEE,5,2023,Guardian 0468,+919000000468,guardian0468@example.test,1,FINANCIAL_CONTEXT_ONLY,0
469,ME20260469,Student 0469,ME,3,2024,Guardian 0469,+919000000469,guardian0469@example.test,2,STABLE,0
470,CE20260470,Student 0470,CE,5,2023,Guardian 0470,+919000000470,guardian0470@example.test,2,GRADUALLY_DETERIORATING,0
471,CSE20260471,Student 0471,CSE,8,2022,Guardian 0471,+919000000471,guardian0471@example.test,2,IMPROVING,0
472,CE20260472,Student 0472,CE,1,2025,Guardian 0472,+919000000472,guardian0472@example.test,14,IMPROVING,0
473,EEE20260473,Student 0473,EEE,6,2023,Guardian 0473,+919000000473,guardian0473@example.test,1,STABLE,0
474,EEE20260474,Student 0474,EEE,5,2023,Guardian 0474,+919000000474,guardian0474@example.test,5,STABLE,0
475,EEE20260475,Student 0475,EEE,2,2025,Guardian 0475,+919000000475,guardian0475@example.test,5,STABLE,0
476,ME20260476,Student 0476,ME,5,2023,Guardian 0476,+919000000476,guardian0476@example.test,9,STABLE,0
477,EEE20260477,Student 0477,EEE,7,2022,Guardian 0477,+919000000477,guardian0477@example.test,15,IMPROVING,0
478,EEE20260478,Student 0478,EEE,7,2022,Guardian 0478,+919000000478,guardian0478@example.test,12,GRADUALLY_DETERIORATING,0
479,ECE20260479,Student 0479,ECE,5,2023,Guardian 0479,+919000000479,guardian0479@example.test,12,GRADUALLY_DETERIORATING,0
480,CSE20260480,Student 0480,CSE,4,2024,Guardian 0480,+919000000480,guardian0480@example.test,15,IMPROVING,0
481,EEE20260481,Student 0481,EEE,8,2022,Guardian 0481,+919000000481,guardian0481@example.test,3,IMPROVING,0
482,EEE20260482,Student 0482,EEE,3,2024,Guardian 0482,+919000000482,guardian0482@example.test,10,STABLE,0
483,CSE20260483,Student 0483,CSE,8,2022,Guardian 0483,+919000000483,guardian0483@example.test,4,GRADUALLY_DETERIORATING,1
484,CSE20260484,Student 0484,CSE,5,2023,Guardian 0484,+919000000484,guardian0484@example.test,14,STABLE,0
485,ME20260485,Student 0485,ME,7,2022,Guardian 0485,+919000000485,guardian0485@example.test,10,STABLE,0
486,ECE20260486,Student 0486,ECE,4,2024,Guardian 0486,+919000000486,guardian0486@example.test,14,IMPROVING,0
487,ECE20260487,Student 0487,ECE,7,2022,Guardian 0487,+919000000487,guardian0487@example.test,4,IMPROVING,0
488,ECE20260488,Student 0488,ECE,3,2024,Guardian 0488,+919000000488,guardian0488@example.test,10,STABLE,0
489,EEE20260489,Student 0489,EEE,1,2025,Guardian 0489,+919000000489,guardian0489@example.test,7,GRADUALLY_DETERIORATING,0
490,ECE20260490,Student 0490,ECE,3,2024,Guardian 0490,+919000000490,guardian0490@example.test,9,GRADUALLY_DETERIORATING,1
491,ME20260491,Student 0491,ME,1,2025,Guardian 0491,+919000000491,guardian0491@example.test,7,RAPIDLY_DETERIORATING,0
492,ECE20260492,Student 0492,ECE,7,2022,Guardian 0492,+919000000492,guardian0492@example.test,1,GRADUALLY_DETERIORATING,1
493,ME20260493,Student 0493,ME,8,2022,Guardian 0493,+919000000493,guardian0493@example.test,14,GRADUALLY_DETERIORATING,0
494,CSE20260494,Student 0494,CSE,5,2023,Guardian 0494,+919000000494,guardian0494@example.test,4,STABLE,0
495,ECE20260495,Student 0495,ECE,6,2023,Guardian 0495,+919000000495,guardian0495@example.test,12,RAPIDLY_DETERIORATING,1
496,EEE20260496,Student 0496,EEE,5,2023,Guardian 0496,+919000000496,guardian0496@example.test,8,GRADUALLY_DETERIORATING,0
497,CE20260497,Student 0497,CE,2,2025,Guardian 0497,+919000000497,guardian0497@example.test,12,IMPROVING,1
498,ECE20260498,Student 0498,ECE,3,2024,Guardian 0498,+919000000498,guardian0498@example.test,15,GRADUALLY_DETERIORATING,0
499,CSE20260499,Student 0499,CSE,6,2023,Guardian 0499,+919000000499,guardian0499@example.test,6,IMPROVING,0
500,CE20260500,Student 0500,CE,1,2025,Guardian 0500,+919000000500,guardian0500@example.test,8,GRADUALLY_DETERIORATING,1
